http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#artichoke_chicken_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#b.l.t._pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#bianca_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#blt_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#brick_oven_pizza_al_metro,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#build_your_own_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#cheese_pizzarito,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#cheese_steak_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#cheesy_bread_pizza_(full),1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#chicken_wing_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#chinese_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#chocolate_chip_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#eggscellent_pizza_(white),1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#half_pizzas,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#house_made_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#kids_size_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#margherita_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#menu_item,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#mexican_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#mini_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#personal_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#pizza_combo,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#pizza_con_formaggio,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#pizza_con_uovo_fritto,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#pizza_dough_balls,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#pizza_of_the_day,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#pizza_sub,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#pizza_toppings,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#pizza_white_truffle_meat_sauce,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#rollatini_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#sausage_onion_jam_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#tuna_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#white_pizza,1^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#create_your_own_pizza,2^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#bbq_chicken_pizza,3^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#pizza,3^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#pizza_bagel,3^^http://www.w3.org/2001/XMLSchema#integer
http://www.semanticweb.org/city/in3067-inm713/2024/restaurants#cheese_pizza,6^^http://www.w3.org/2001/XMLSchema#integer
